Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
Juanma,2000199335.0,11.5,10.666666666666666,2.0,8.25,4.75,7.666666666666667,7.125,11.75,8.25,2.25,8.75,10.625,9.4,6.166666666666667,10.875,10.5,5.0,8.0,9.25,5.0
Javier,2000664676.0,12.0,7.333333333333333,11.0,12.75,11.5,8.0,9.75,10.25,12.75,6.5,10.75,13.875,7.8,11.5,13.625,9.166666666666666,7.25,10.666666666666666,13.25,11.75
Rafa Marín,2000051886.0,18.0,10.5,14.0,12.25,7.75,9.666666666666666,7.5,10.75,12.25,5.5,11.75,9.25,9.4,11.833333333333334,11.25,11.666666666666666,10.0,8.5,12.5,12.25
Rodrigo Tarín,67183258.0,12.0,12.0,13.0,14.0,12.75,11.666666666666666,12.125,13.0,14.0,8.75,12.25,10.75,11.6,14.333333333333334,9.0,13.0,11.0,13.666666666666666,9.5,14.0
Arnau Solà,67296656.0,13.0,10.833333333333334,10.0,10.25,12.0,11.0,10.875,11.5,10.25,10.25,10.0,12.375,10.8,10.166666666666666,13.0,11.5,8.0,10.833333333333334,13.75,9.25
Enrique Pedraza,2000194016.0,18.5,9.166666666666666,10.0,10.0,12.0,8.166666666666666,9.125,11.0,10.0,9.25,11.0,10.125,8.5,11.166666666666666,11.25,10.5,6.5,10.833333333333334,13.75,8.75
Nassim Ramdane,2000572058.0,10.0,9.0,8.0,8.0,13.5,12.0,11.25,8.5,8.0,14.5,8.5,9.0,10.4,6.666666666666667,13.5,9.333333333333334,11.5,11.666666666666666,9.5,7.5
Eneko Pérez,2000441528.0,16.0,10.333333333333334,9.0,10.5,6.0,11.666666666666666,5.5,12.5,10.5,6.5,10.0,11.5,10.6,11.0,11.0,12.666666666666666,8.0,6.0,10.5,9.0
Gerardo Rodríguez,2000631751.0,10.0,10.666666666666666,6.0,6.5,16.5,12.833333333333334,10.25,12.5,6.5,16.5,8.0,10.625,12.1,6.333333333333333,12.75,11.666666666666666,7.5,10.666666666666666,9.0,4.75
Yassin Fekir,48036660.0,5.0,12.333333333333334,5.0,10.75,13.0,11.5,13.25,11.75,10.75,12.5,10.25,13.0,11.9,8.0,11.25,11.833333333333334,13.5,13.5,7.75,9.25
Juan Dinenno,14083720.0,12.0,14.333333333333334,16.0,8.5,11.5,13.666666666666666,10.75,14.5,8.5,11.0,13.0,10.75,13.6,6.666666666666667,9.5,15.0,15.0,11.333333333333334,9.0,9.0
Antoni,2000742548.0,7.0,3.1666666666666665,0.0,6.25,1.5,7.5,2.375,6.5,6.25,0.0,5.5,2.5,4.5,4.166666666666667,9.5,7.5,2.5,3.1666666666666665,2.75,2.5
Iago Fernández,2000052986.0,4.0,6.666666666666667,7.0,8.5,10.5,10.5,6.5,13.25,8.5,8.5,9.0,9.5,9.1,9.0,13.75,10.833333333333334,6.0,8.666666666666666,8.0,9.0
Cristóbal Guillén,2000438353.0,4.0,6.333333333333333,8.5,7.25,11.0,5.833333333333333,10.5,7.5,7.25,11.5,7.25,11.25,7.3,4.833333333333333,14.25,5.0,14.0,10.833333333333334,10.5,7.25
Julio Martín,2000679715.0,13.0,6.0,4.0,5.0,14.25,9.333333333333334,10.875,14.0,5.0,12.75,5.0,11.75,9.2,3.3333333333333335,12.625,9.333333333333334,11.0,12.166666666666666,13.25,5.0
Joshua Ballesté,2000633082.0,12.0,11.833333333333334,7.5,9.0,13.0,10.333333333333334,12.0,12.5,9.0,12.0,9.75,8.25,11.6,7.333333333333333,11.75,11.166666666666666,12.0,13.166666666666666,8.0,9.0
Julio,2000197814.0,7.0,9.666666666666666,7.0,9.5,11.0,8.333333333333334,9.5,13.5,9.5,10.5,9.0,11.25,9.4,8.333333333333334,12.25,11.333333333333334,7.0,9.666666666666666,10.5,8.5
Eugeni,67169241.0,8.0,14.333333333333334,6.0,11.0,13.5,13.333333333333334,13.25,12.5,11.0,10.5,12.5,8.25,14.0,9.666666666666666,7.25,12.666666666666666,13.5,13.666666666666666,9.0,11.0
Paulo Barros,2000191478.0,6.5,7.666666666666667,8.5,6.75,11.25,6.5,9.5,9.25,6.75,12.25,6.75,8.875,8.5,4.5,15.0,6.166666666666667,13.5,11.333333333333334,9.0,6.75
Martín Lapeña,67256868.0,6.0,13.666666666666666,10.0,8.0,11.5,12.833333333333334,10.125,10.75,8.0,13.5,9.5,8.5,12.9,7.166666666666667,12.875,12.166666666666666,10.75,11.166666666666666,6.75,7.5
Mohammed Ali,2000633472.0,3.0,6.666666666666667,10.0,6.0,11.0,6.333333333333333,9.5,12.5,6.0,10.5,6.0,8.25,7.8,4.0,15.5,8.333333333333334,11.5,10.333333333333334,11.5,6.0
Dani García,219036.0,6.0,8.666666666666666,10.0,6.5,12.5,9.333333333333334,11.25,9.5,6.5,11.0,11.0,12.0,9.0,4.333333333333333,12.0,9.333333333333334,11.5,12.333333333333334,11.0,7.75
Laurent Bour,2000570944.0,16.0,9.333333333333334,12.0,8.0,6.5,7.0,6.0,12.5,8.0,7.5,12.0,12.75,7.4,8.333333333333334,12.75,12.333333333333334,5.5,8.0,12.5,10.5
