Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Aarón Escandell,67192427.0,14.3,11.35,15.05,12.2,13.65,11.0,10.3,13.7
Javi Izquierdo,67288498.0,15.95,14.1,14.95,13.6,15.0,14.15,14.05,14.9
Víctor Gómez,67257950.0,16.9,16.5,15.95,16.85,16.5,16.85,17.0,16.15
Rasmus Lauritsen,27069979.0,16.8,15.8,18.7,16.6,16.85,15.65,15.5,17.55
Patric,67100019.0,18.85,18.2,19.45,18.45,18.35,18.2,17.95,18.05
Lluís Recasens,67295940.0,14.2,14.3,14.85,14.65,14.3,13.25,13.85,16.3
Dominik Kruzliak,63026929.0,17.05,13.95,18.65,16.95,16.45,12.55,13.05,18.0
Braian Cufré,14131295.0,18.55,17.85,17.25,18.35,18.45,18.2,18.35,17.6
Sergi Rosanas,67265793.0,16.1,16.25,16.6,16.2,16.3,17.15,17.15,16.35
Pep Chavarría,67277695.0,16.4,16.3,16.2,16.0,15.8,17.55,16.6,16.4
Ryan Johansson,90086790.0,17.8,16.9,16.7,17.3,17.85,17.75,17.45,17.05
Sebastián Cabrera,75036622.0,17.9,17.65,17.5,18.4,18.65,17.8,17.55,18.05
Gabriel Torres,2000438016.0,10.3,9.8,14.1,10.7,10.8,9.1,9.9,12.1
John McGinn,61043070.0,18.9,17.9,18.0,18.95,18.6,17.45,18.0,17.65
Rodrigo Zalazar,67271371.0,16.7,15.75,16.55,16.75,16.45,15.6,14.95,15.65
Ifeanyi Mathew,53141633.0,19.05,17.25,16.7,18.9,18.85,17.3,17.35,17.75
Amarildo Gojani,2000505067.0,12.3,12.9,8.7,12.9,12.6,14.4,15.3,10.7
Michel Vlap,215665.0,17.9,16.5,15.1,17.15,17.2,17.05,17.0,15.45
Che Nunnely,37055838.0,15.75,15.2,13.15,15.35,15.0,17.2,17.4,13.5
Àlex Collado,67246435.0,18.1,17.2,12.4,15.75,16.0,18.9,19.05,14.15
Óscar Clemente,67259874.0,19.1,18.3,15.8,18.5,19.0,18.7,18.5,18.0
Nils Mortimer,67265795.0,15.8,15.4,11.55,14.6,14.05,17.85,18.65,12.6
Miguel,2000192899.0,16.65,14.4,14.0,17.4,16.8,16.85,18.05,14.5
Gonzalo Maroni,14137723.0,14.95,14.3,12.65,13.55,13.65,15.6,14.85,13.15
Olaus Skarsem,89051875.0,16.85,15.2,11.15,14.7,14.9,17.5,17.4,13.15
Freddy Vargas,86061304.0,18.5,17.7,15.85,17.6,17.8,18.25,18.35,16.5
Gianluca Bellucci,2000508898.0,12.1,12.1,10.7,12.7,12.4,12.7,13.0,11.4
Javier Pascua,2000573866.0,15.5,14.75,10.7,15.85,15.65,16.65,17.65,13.25
Cheick Ibra Koné,2000631747.0,15.0,13.5,11.45,14.85,14.5,15.5,15.65,13.05
Ángel Cabello,2000438822.0,17.05,15.35,14.0,16.4,16.3,17.1,17.1,15.3
Fran López,67279609.0,17.25,16.75,13.25,17.35,17.3,17.7,18.35,15.35
Álvaro Santamaría,67298126.0,15.2,14.15,14.6,16.45,15.9,15.45,17.2,14.45
