Player,UID,DM,AM,BWM,HB,SV,RGA
Mauricio Morán,2000192669.0,9.7,9.55,9.55,10.65,8.9,7.95
Ángel Luis Arcas,2000571805.0,12.6,13.25,13.25,12.45,12.45,11.7
Juan Ángel Muñoz,2000512204.0,12.8,12.85,12.85,12.8,12.0,10.6
Ricardo Peralta,2000438819.0,13.8,14.35,14.35,14.0,11.7,9.8
Josep,2000513274.0,13.25,12.95,12.95,12.95,11.8,10.9
Ramiro Gabarri,2000198124.0,8.75,8.4,8.4,8.9,9.75,12.05
Gustavo Zamora,2000512210.0,8.95,8.75,8.75,8.6,9.5,12.65
Mamadou Coly,2000440193.0,9.5,9.1,9.1,9.25,9.7,10.15
Luis Nsambi,2000631649.0,11.1,11.55,11.55,10.45,10.6,13.0
Alberto,2000512206.0,10.25,10.4,10.4,10.1,11.1,12.25
Bright Adjei,2000660374.0,11.2,12.0,12.0,10.8,11.1,12.3
Guillermo Centurión,78095397.0,8.4,8.0,8.0,9.4,8.45,9.0
Kike Barja,67196202.0,10.85,10.8,10.8,10.95,10.75,13.3
Ezequiel Aranda,14246685.0,11.25,11.35,11.35,11.2,11.1,12.7
Álex Olmedo,2000034591.0,9.9,9.3,9.3,10.1,9.9,12.2
Raúl De Tomás,67156425.0,9.35,9.2,9.2,9.55,10.35,12.75
Sem Westerveld,37079077.0,7.2,6.6,6.6,8.6,6.9,6.4
Fali,67155014.0,12.05,12.8,12.8,12.75,12.1,11.0
Chema Nuñez,67232678.0,9.8,9.4,9.4,9.8,10.95,12.95
Antonio Sánchez,67272744.0,11.65,11.9,11.9,11.75,11.55,11.25
Fran Pérez,95078306.0,9.6,9.2,9.2,9.4,10.55,12.45
Diego Moreno,2000024303.0,12.3,12.75,12.75,12.2,11.9,10.7
Junior Esparragoza,2000179937.0,13.65,13.35,13.35,13.45,12.6,11.2
Francisco Jesús Carbonell,2000440196.0,12.95,12.6,12.6,12.15,12.95,14.3
