Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
Mauricio Morán,2000192669.0,12.0,9.833333333333334,2.0,12.0,5.0,8.333333333333334,7.5,11.75,12.0,3.5,9.25,13.125,8.8,8.833333333333334,13.0,11.333333333333334,5.25,9.0,14.5,6.0
Ángel Luis Arcas,2000571805.0,16.0,16.333333333333332,10.5,12.75,13.0,10.333333333333334,10.75,14.25,12.75,11.0,12.5,11.875,13.0,12.5,14.0,14.5,13.5,12.666666666666666,12.25,13.5
Juan Ángel Muñoz,2000512204.0,16.0,14.0,11.0,13.0,9.0,10.833333333333334,9.0,14.25,13.0,7.0,10.75,12.0,12.1,12.666666666666666,12.625,14.166666666666666,8.5,9.5,12.25,12.0
Ricardo Peralta,2000438819.0,18.0,13.0,11.0,10.5,7.75,10.666666666666666,6.875,16.25,10.5,8.5,11.0,13.25,11.7,10.333333333333334,11.125,15.0,8.25,8.0,10.0,11.5
Josep,2000513274.0,10.0,11.333333333333334,8.0,11.25,8.5,11.833333333333334,9.625,13.5,11.25,10.5,10.5,12.75,11.5,11.833333333333334,15.5,13.0,10.75,10.166666666666666,15.0,11.25
Ramiro Gabarri,2000198124.0,7.0,11.0,12.0,8.75,14.0,12.5,13.5,9.25,8.75,14.0,10.25,9.25,11.5,6.666666666666667,15.625,10.5,12.5,14.5,13.75,8.25
Gustavo Zamora,2000512210.0,10.5,12.333333333333334,10.0,8.75,15.75,13.166666666666666,10.375,11.0,8.75,13.5,10.5,8.875,12.9,7.333333333333333,15.25,11.333333333333334,13.75,12.5,11.75,8.25
Mamadou Coly,2000440193.0,11.0,9.5,5.0,7.0,11.0,11.5,11.5,8.5,7.0,12.5,8.5,10.75,10.2,7.666666666666667,14.75,9.666666666666666,9.5,11.0,11.5,7.25
Luis Nsambi,2000631649.0,16.0,15.833333333333334,7.0,9.0,15.0,12.833333333333334,11.25,16.25,9.0,15.25,10.5,9.625,15.1,8.333333333333334,13.0,14.333333333333334,13.75,13.5,10.0,10.5
Alberto,2000512206.0,12.0,12.833333333333334,9.0,10.25,14.0,12.666666666666666,13.5,10.75,10.25,15.0,11.5,10.625,12.7,8.833333333333334,13.375,11.5,13.5,14.0,11.75,9.75
Bright Adjei,2000660374.0,9.0,15.0,8.0,9.5,16.5,13.666666666666666,12.25,14.0,9.5,15.0,10.5,9.5,13.8,8.666666666666666,12.0,15.0,13.5,13.666666666666666,12.5,9.5
Guillermo Centurión,78095397.0,14.5,8.833333333333334,1.5,9.0,9.75,8.333333333333334,8.625,12.0,9.0,6.25,8.0,11.75,8.6,7.166666666666667,12.0,10.833333333333334,4.0,10.833333333333334,9.5,4.5
Kike Barja,67196202.0,7.0,13.666666666666666,8.0,10.5,14.0,13.833333333333334,12.875,13.75,10.5,14.5,12.0,10.25,14.1,8.833333333333334,12.375,13.166666666666666,12.75,12.833333333333334,10.25,10.0
Ezequiel Aranda,14246685.0,5.0,13.0,16.0,12.0,14.75,14.333333333333334,12.875,16.0,12.0,14.75,10.75,11.5,13.4,9.5,15.5,15.666666666666666,14.0,14.666666666666666,15.5,9.25
Álex Olmedo,2000034591.0,4.0,12.0,9.0,9.0,15.5,11.666666666666666,11.5,13.0,9.0,12.0,9.5,9.25,12.2,7.666666666666667,13.0,12.0,10.0,13.0,10.5,9.5
Raúl De Tomás,67156425.0,10.0,12.166666666666666,13.0,12.5,13.75,13.333333333333334,13.75,12.75,12.5,10.5,13.25,10.375,13.0,9.333333333333334,11.25,12.333333333333334,14.5,13.666666666666666,11.75,11.25
Sem Westerveld,37079077.0,16.0,4.333333333333333,0.0,10.0,4.0,6.333333333333333,6.25,10.0,10.0,2.5,10.5,11.75,5.2,6.666666666666667,8.25,8.666666666666666,6.0,8.333333333333334,7.0,4.5
Fali,67155014.0,13.0,13.5,14.0,11.75,12.0,10.0,10.5,13.25,11.75,8.5,12.25,16.0,11.6,12.5,8.0,13.0,10.5,10.833333333333334,9.25,12.25
Chema Nuñez,67232678.0,5.0,11.166666666666666,7.0,11.5,13.5,13.333333333333334,12.375,11.0,11.5,12.25,11.5,10.0,12.6,10.833333333333334,12.0,10.833333333333334,11.5,12.833333333333334,8.75,8.75
Antonio Sánchez,67272744.0,7.0,12.166666666666666,10.0,12.75,9.25,12.333333333333334,10.5,11.75,12.75,9.0,12.75,12.375,12.2,11.833333333333334,12.0,12.0,13.5,11.5,11.75,13.25
Fran Pérez,95078306.0,13.0,8.5,9.0,9.0,15.5,12.333333333333334,12.875,10.0,9.0,13.75,10.5,8.75,10.4,8.5,14.0,10.166666666666666,10.5,13.166666666666666,9.75,6.75
Diego Moreno,2000024303.0,7.0,12.0,9.0,11.5,9.5,10.5,11.0,11.25,11.5,10.5,10.25,11.5,10.7,11.666666666666666,14.125,12.166666666666666,11.5,10.166666666666666,12.25,11.5
Junior Esparragoza,2000179937.0,13.0,11.833333333333334,9.0,11.5,6.75,12.666666666666666,7.125,12.0,11.5,7.0,12.0,12.5,11.6,12.333333333333334,12.625,13.166666666666666,8.75,8.0,13.0,10.5
Francisco Jesús Carbonell,2000440196.0,9.0,15.0,13.0,12.0,14.0,14.833333333333334,11.875,16.25,12.0,13.0,13.5,11.25,15.3,11.5,13.875,15.166666666666666,12.75,13.166666666666666,12.25,11.5
