Player,UID,AF,CF,DLF,F9,P,PF,TM
Carles,2000192884.0,8.5,7.1,9.6,7.85,8.5,9.0,8.15
Odilon Kossounou,93127195.0,11.95,10.7,12.25,10.6,11.95,11.3,12.0
Oriol Busquets,67225653.0,12.75,13.4,14.25,13.5,12.75,12.9,13.6
Didier,2000509916.0,13.2,12.6,13.9,13.0,13.2,13.4,12.8
Dmytro Smalyukh,2000461897.0,12.45,11.75,13.0,12.3,12.45,11.45,11.45
Óliver Pueyo,2000569557.0,12.3,13.25,14.1,13.5,12.3,12.6,11.6
John Córdoba,2000416582.0,13.25,12.65,13.3,13.1,13.25,13.95,12.9
Luis Vicente,2000438000.0,14.7,13.7,15.5,14.6,14.7,13.2,12.8
Samuel Chukwueze,67269484.0,14.6,13.7,14.0,14.7,14.6,13.1,12.3
Javi Ontiveros,67211745.0,14.4,12.7,13.4,14.4,14.4,12.2,11.3
Mohamed Cisse,2000509917.0,14.9,13.15,13.5,13.05,14.9,13.05,12.45
Emrah Ağın,2000244749.0,9.3,8.8,10.6,8.4,9.3,10.65,9.95
Gianfranco Giuffrè,2000272929.0,12.9,11.05,13.3,13.7,12.9,11.25,11.9
Faustino,2000438001.0,16.4,13.9,14.9,14.4,16.4,14.4,12.9
Fernando Niño,67258829.0,13.4,13.65,12.65,12.0,13.4,14.0,13.95
Abdul Mumin,27128916.0,12.5,12.0,13.2,11.6,12.5,12.8,12.8
Maxence Caqueret,48044737.0,12.45,13.25,14.2,13.6,12.45,12.95,11.65
Alfonso Pedraza,67212046.0,13.15,12.6,12.6,12.9,13.15,13.4,12.5
Manu Morlanes,67228802.0,12.65,12.75,12.8,12.65,12.65,13.3,11.55
Iván Muñoz,67295020.0,12.15,10.85,10.75,10.65,12.15,11.75,11.95
Francisco Conceição,83261140.0,13.2,12.45,13.1,13.6,13.2,12.05,10.9
Wanderson Bastos,2000410491.0,11.45,10.0,11.2,10.95,11.45,12.0,10.45
Yesinguer Vinasco,2000415655.0,13.0,12.55,14.1,13.7,13.0,11.85,12.7
José Vicente Muñoz,2000509912.0,9.05,7.3,9.05,7.9,9.05,10.25,8.3
Álex,2000509919.0,12.45,9.8,11.05,11.5,12.45,12.4,10.25
Andrés Torres,2000628761.0,13.4,13.8,15.0,14.7,13.4,12.3,12.8
