Player,UID,CD,BPD,NNCB,Lib
Gregor Kobel,98040383.0,10.4,9.85,10.05,8.65
César Ramírez,2000194011.0,12.95,12.5,12.05,12.45
Dušan Stojinović,62218369.0,12.6,12.8,12.7,12.05
Guillem Molina,67260507.0,13.05,13.15,13.15,12.25
Toni Herrero,67277687.0,12.5,12.5,12.6,12.9
Rami Hajal,93099931.0,9.25,10.05,9.4,10.95
Óscar Melendo,67214687.0,9.5,10.0,9.05,12.5
Francisco Conceição,83261140.0,8.55,9.1,9.15,11.1
David,2000441683.0,9.1,9.85,8.6,10.9
Matías Vargas,14141967.0,9.2,9.5,9.3,12.1
0,29236380.0,10.2,10.1,10.2,10.1
Lucas Forsberg,93141098.0,11.65,12.0,11.45,11.85
Cezary Miszta,96122113.0,10.3,10.4,9.9,9.95
Tymoteusz Puchacz,96086694.0,11.4,11.15,11.7,10.75
Oier Zarraga,67260201.0,12.1,11.9,12.15,12.2
Jorge De Frutos,67231100.0,8.85,9.0,9.0,10.6
Chumi,95036003.0,13.05,12.9,13.35,11.55
Brais Méndez,67199158.0,9.2,9.95,8.4,11.7
Miguel Menino,83320117.0,10.6,10.9,10.4,11.6
Carlos,2000202592.0,12.0,12.6,12.35,11.55
Noé Blasco,2000440885.0,9.5,10.1,9.1,11.6
Josep,2000513274.0,11.55,10.95,11.85,11.15
Isak Amundsen,53178292.0,13.45,13.15,13.45,11.45
José Luis Ruano,2000572819.0,9.8,10.55,10.45,10.95
