Player,UID,CD,BPD,NNCB,Lib
Rubén Blanco,67156610.0,9.85,10.0,9.55,9.75
Luís Rodrigues,2000436535.0,14.4,14.2,14.0,14.2
Ricardo Graça,83107071.0,13.1,13.2,13.2,12.95
Andrejs Ciganiks,37075484.0,10.95,11.6,11.0,11.95
Billy Gilmour,61078265.0,10.95,11.1,11.35,12.9
Antonio Blanco,67256515.0,13.25,13.35,12.7,13.95
Gorka Alarcón,2000194477.0,8.7,9.4,9.2,10.0
Rodrigo Gogna,2000273938.0,12.05,12.35,10.75,13.8
Octavian Popescu,57175903.0,10.3,11.55,10.1,12.8
Yago Freitas,2000570843.0,7.9,8.4,7.9,10.3
Christian Kouamé,43201838.0,10.6,10.4,10.35,11.25
Sergio Rico,67171745.0,9.6,8.75,8.75,8.25
Timo Zaal,2000022712.0,12.8,13.3,12.6,11.1
Luis Garai,2000681737.0,8.3,8.4,8.7,9.1
Dawid Kownacki,96059679.0,11.1,10.6,11.05,11.0
Ali Tweed,2000432931.0,13.6,12.85,13.9,10.7
Reiss Nelson,28107919.0,8.35,8.9,8.55,10.85
Aarón Martín,67196209.0,12.4,12.3,11.95,13.35
Manu Morlanes,67228802.0,11.75,12.4,12.45,13.65
Unai Gómez,2000065899.0,9.25,10.7,9.15,12.65
Junior Esparragoza,2000179937.0,13.4,12.7,13.4,11.65
Germán,2000194475.0,13.6,12.75,14.35,11.1
Emil Bohinen,53126104.0,9.4,10.25,9.2,11.7
Pedro Esperancinha,2000437963.0,12.9,11.45,12.15,10.55
Nino,2000511282.0,10.0,10.5,9.2,11.2
