Player,UID,AF,CF,DLF,F9,P,PF,TM
Alfredo Trelles,2000200467.0,7.65,6.3,8.55,7.1,7.65,8.8,7.25
Timo Baumgartl,92065892.0,9.95,10.1,11.2,9.85,9.95,10.3,10.8
Cameron Wells,2000431769.0,12.8,11.1,12.2,11.85,12.8,13.2,10.8
Tarsi Bakero,2000193403.0,11.7,11.8,12.6,11.6,11.7,12.35,12.0
Maximilian Mittelstädt,91143714.0,11.4,11.3,11.95,12.15,11.4,11.8,10.55
Luka Jovanović,2000604683.0,12.4,9.9,11.3,12.1,12.4,10.3,9.6
Henry Onyekuru,18093594.0,13.6,12.25,12.8,12.4,13.6,12.15,11.4
Toni Dorado,2000197158.0,13.1,13.95,14.8,13.95,13.1,12.6,12.7
Terry Ashton,2000505936.0,13.5,13.0,12.9,13.0,13.5,14.0,12.0
Mateusz Bogusz,96129140.0,13.9,13.05,14.3,13.85,13.9,13.4,12.3
Gerardo Gallardo,2000440602.0,13.15,11.05,11.55,11.85,13.15,11.5,9.55
Tiago Geralnik,14224252.0,13.05,12.3,12.9,12.85,13.05,11.4,11.6
Juan Soriano,67193103.0,9.55,8.7,10.35,8.45,9.55,9.95,10.0
Luciano Ferreyra,14227040.0,13.85,13.1,13.75,14.2,13.85,12.4,12.2
Toni Martínez,67216151.0,12.6,12.35,13.0,12.15,12.6,12.45,13.15
Checa,2000438637.0,11.35,12.7,13.85,13.1,11.35,11.6,11.6
Mamadou Loum,83100794.0,11.05,11.5,12.55,11.1,11.05,11.8,12.3
Adrián Corral,2000057468.0,11.4,10.3,11.1,10.2,11.4,11.15,10.9
Cacá,19350725.0,11.45,12.25,12.0,11.0,11.45,12.45,12.15
Yesinguer Vinasco,2000415655.0,13.0,12.55,14.1,13.7,13.0,11.85,12.7
Juanmi Ávila,2000441358.0,12.95,12.8,12.85,12.4,12.95,13.0,13.55
Ion Etxabe,2000514435.0,13.0,11.15,11.5,11.1,13.0,11.75,10.2
Nico Mickelson,53138009.0,12.45,10.45,11.15,11.85,12.45,11.65,10.35
Jose Antonio Molina,2000571459.0,14.05,11.9,13.35,13.65,14.05,12.05,11.65
Juan Luis,2000664823.0,9.9,9.65,10.85,9.5,9.9,11.15,10.9
